ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
chr17|-|7133364|7133474|7133376|7133474|7132696|7132766	"ENSG00000004975.11_2"	"DVL2"	chr17	-	7133364	7133474	7133376	7133474	7132696	7132766
chr17|-|7133364|7133474|7133376|7133474|7132906|7132997	"ENSG00000004975.11_2"	"DVL2"	chr17	-	7133364	7133474	7133376	7133474	7132906	7132997
chr17|-|7133364|7133474|7133376|7133474|7133126|7133262	"ENSG00000004975.11_2"	"DVL2"	chr17	-	7133364	7133474	7133376	7133474	7133126	7133262
chr16|-|2906082|2906254|2906134|2906254|2903865|2904023	"ENSG00000005001.9_2"	"PRSS22"	chr16	-	2906082	2906254	2906134	2906254	2903865	2904023
chr19|+|18959816|18959885|18959816|18959840|18960883|18961051	"ENSG00000005007.12_2"	"UPF1"	chr19	+	18959816	18959885	18959816	18959840	18960883	18961051
chr19|+|18963795|18963913|18963795|18963880|18964060|18964159	"ENSG00000005007.12_2"	"UPF1"	chr19	+	18963795	18963913	18963795	18963880	18964060	18964159
chr19|+|18963795|18963913|18963795|18963880|18971129|18971247	"ENSG00000005007.12_2"	"UPF1"	chr19	+	18963795	18963913	18963795	18963880	18971129	18971247
chr19|+|18976097|18976587|18976097|18976259|18976852|18976975	"ENSG00000005007.12_2"	"UPF1"	chr19	+	18976097	18976587	18976097	18976259	18976852	18976975
chr19|+|18976097|18976587|18976097|18976259|18977329|18979038	"ENSG00000005007.12_2"	"UPF1"	chr19	+	18976097	18976587	18976097	18976259	18977329	18979038
chr17|+|33325622|33326468|33325622|33325746|33326800|33326875	"ENSG00000005156.11_3"	"LIG3"	chr17	+	33325622	33326468	33325622	33325746	33326800	33326875
chr17|+|33325622|33326468|33325622|33325746|33328275|33328422	"ENSG00000005156.11_3"	"LIG3"	chr17	+	33325622	33326468	33325622	33325746	33328275	33328422
chr16|-|57473093|57473246|57473097|57473246|57470567|57470644	"ENSG00000005194.14_3"	"CIAPIN1"	chr16	-	57473093	57473246	57473097	57473246	57470567	57470644
chr16|-|57474683|57474895|57474864|57474895|57473093|57473207	"ENSG00000005194.14_3"	"CIAPIN1"	chr16	-	57474683	57474895	57474864	57474895	57473093	57473207
chr19|+|2330295|2330418|2330295|2330349|2334600|2334720	"ENSG00000005206.16_1"	"SPPL2B"	chr19	+	2330295	2330418	2330295	2330349	2334600	2334720
chr19|+|2330295|2330418|2330295|2330349|2338750|2338840	"ENSG00000005206.16_1"	"SPPL2B"	chr19	+	2330295	2330418	2330295	2330349	2338750	2338840
chr19|+|2330295|2330418|2330295|2330349|2338812|2338840	"ENSG00000005206.16_1"	"SPPL2B"	chr19	+	2330295	2330418	2330295	2330349	2338812	2338840
chr9|-|35107377|35108346|35108124|35108346|35106534|35106640	"ENSG00000005238.19_2"	"FAM214B"	chr9	-	35107377	35108346	35108124	35108346	35106534	35106640
chr9|-|35107377|35108346|35108124|35108346|35106829|35106888	"ENSG00000005238.19_2"	"FAM214B"	chr9	-	35107377	35108346	35108124	35108346	35106829	35106888
chrX|+|11776700|11776892|11776700|11776807|11777911|11777994	"ENSG00000005302.17_3"	"MSL3"	chrX	+	11776700	11776892	11776700	11776807	11777911	11777994
chr2|-|75929324|75929549|75929438|75929549|75928315|75928413	"ENSG00000005436.13_3"	"GCFC2"	chr2	-	75929324	75929549	75929438	75929549	75928315	75928413
chr2|+|74650445|74651109|74650445|74650512|74652001|74652102	"ENSG00000005448.16_2"	"WDR54"	chr2	+	74650445	74651109	74650445	74650512	74652001	74652102
chr7|+|104746305|104746450|104746305|104746402|104746968|104747219	"ENSG00000005483.20_3"	"KMT2E"	chr7	+	104746305	104746450	104746305	104746402	104746968	104747219
chr7|+|104746305|104746450|104746305|104746402|104747612|104747669	"ENSG00000005483.20_3"	"KMT2E"	chr7	+	104746305	104746450	104746305	104746402	104747612	104747669
chr7|+|104751217|104751315|104751217|104751314|104752271|104754808	"ENSG00000005483.20_3"	"KMT2E"	chr7	+	104751217	104751315	104751217	104751314	104752271	104754808
chr6|-|82900789|82901596|82901503|82901596|82883083|82883155	"ENSG00000005700.14_2"	"IBTK"	chr6	-	82900789	82901596	82901503	82901596	82883083	82883155
chr6|-|82900789|82901596|82901503|82901596|82891595|82891745	"ENSG00000005700.14_2"	"IBTK"	chr6	-	82900789	82901596	82901503	82901596	82891595	82891745
chr6|-|82936880|82937019|82936908|82937019|82935193|82935364	"ENSG00000005700.14_2"	"IBTK"	chr6	-	82936880	82937019	82936908	82937019	82935193	82935364
chr11|-|3392172|3392300|3392204|3392300|3360490|3361052	"ENSG00000005801.16_3"	"ZNF195"	chr11	-	3392172	3392300	3392204	3392300	3360490	3361052
chr11|-|3392172|3392300|3392204|3392300|3381949|3382018	"ENSG00000005801.16_3"	"ZNF195"	chr11	-	3392172	3392300	3392204	3392300	3381949	3382018
chr11|-|3392172|3392300|3392204|3392300|3382972|3383119	"ENSG00000005801.16_3"	"ZNF195"	chr11	-	3392172	3392300	3392204	3392300	3382972	3383119
chr11|-|3392172|3392300|3392204|3392300|3383205|3383262	"ENSG00000005801.16_3"	"ZNF195"	chr11	-	3392172	3392300	3392204	3392300	3383205	3383262
chr11|-|3392172|3392300|3392204|3392300|3383797|3383832	"ENSG00000005801.16_3"	"ZNF195"	chr11	-	3392172	3392300	3392204	3392300	3383797	3383832
chr11|-|3392172|3392300|3392204|3392300|3384547|3384621	"ENSG00000005801.16_3"	"ZNF195"	chr11	-	3392172	3392300	3392204	3392300	3384547	3384621
chr11|-|3392172|3392300|3392204|3392300|3390050|3390085	"ENSG00000005801.16_3"	"ZNF195"	chr11	-	3392172	3392300	3392204	3392300	3390050	3390085
chr11|-|3392172|3392300|3392204|3392300|3390586|3390732	"ENSG00000005801.16_3"	"ZNF195"	chr11	-	3392172	3392300	3392204	3392300	3390586	3390732
chr13|-|77650885|77650984|77650894|77650984|77644765|77644846	"ENSG00000005810.17_1"	"MYCBP2"	chr13	-	77650885	77650984	77650894	77650984	77644765	77644846
chr13|-|77669492|77669737|77669665|77669737|77664240|77664398	"ENSG00000005810.17_1"	"MYCBP2"	chr13	-	77669492	77669737	77669665	77669737	77664240	77664398
chr13|-|77595647|77595996|77595791|77595996|77592734|77592857	"ENSG00000005812.10_3"	"FBXL3"	chr13	-	77595647	77595996	77595791	77595996	77592734	77592857
chr13|-|77595647|77595996|77595791|77595996|77592734|77592879	"ENSG00000005812.10_3"	"FBXL3"	chr13	-	77595647	77595996	77595791	77595996	77592734	77592879
chr16|+|30485516|30485619|30485516|30485608|30486609|30486721	"ENSG00000005844.17_3"	"ITGAL"	chr16	+	30485516	30485619	30485516	30485608	30486609	30486721
chr16|+|30485516|30485619|30485516|30485608|30486626|30486723	"ENSG00000005844.17_3"	"ITGAL"	chr16	+	30485516	30485619	30485516	30485608	30486626	30486723
chr16|+|30507417|30507615|30507417|30507522|30507756|30507887	"ENSG00000005844.17_3"	"ITGAL"	chr16	+	30507417	30507615	30507417	30507522	30507756	30507887
chr16|+|30507417|30507615|30507417|30507522|30510441|30510810	"ENSG00000005844.17_3"	"ITGAL"	chr16	+	30507417	30507615	30507417	30507522	30510441	30510810
chr17|+|48151507|48151656|48151507|48151644|48151811|48151898	"ENSG00000005884.17_2"	"ITGA3"	chr17	+	48151507	48151656	48151507	48151644	48151811	48151898
chr17|+|48152822|48153099|48152822|48152890|48153689|48153839	"ENSG00000005884.17_2"	"ITGA3"	chr17	+	48152822	48153099	48152822	48152890	48153689	48153839
chrX|+|24197299|24197887|24197299|24197647|24225442|24225592	"ENSG00000005889.15_2"	"ZFX"	chrX	+	24197299	24197887	24197299	24197647	24225442	24225592
chr17|-|42461678|42461953|42461905|42461953|42461452|42461506	"ENSG00000005961.17_3"	"ITGA2B"	chr17	-	42461678	42461953	42461905	42461953	42461452	42461506
chr17|-|42462649|42462703|42462653|42462703|42462315|42462444	"ENSG00000005961.17_3"	"ITGA2B"	chr17	-	42462649	42462703	42462653	42462703	42462315	42462444
chr19|+|18699804|18700493|18699804|18699887|18701083|18701743	"ENSG00000006015.17_3"	"C19orf60"	chr19	+	18699804	18700493	18699804	18699887	18701083	18701743
chr19|+|18699804|18700493|18699804|18699887|18701663|18701743	"ENSG00000006015.17_3"	"C19orf60"	chr19	+	18699804	18700493	18699804	18699887	18701663	18701743
chr17|+|31258344|31258677|31258344|31258420|31260191|31260323	"ENSG00000006042.11_2"	"TMEM98"	chr17	+	31258344	31258677	31258344	31258420	31260191	31260323
chr17|+|31258344|31258677|31258344|31258420|31261308|31261342	"ENSG00000006042.11_2"	"TMEM98"	chr17	+	31258344	31258677	31258344	31258420	31261308	31261342
chr17|+|31258344|31258677|31258344|31258420|31263349|31263465	"ENSG00000006042.11_2"	"TMEM98"	chr17	+	31258344	31258677	31258344	31258420	31263349	31263465
chr17|-|7194411|7195378|7195344|7195378|7193286|7193390	"ENSG00000006047.12_2"	"YBX2"	chr17	-	7194411	7195378	7195344	7195378	7193286	7193390
chr17|-|7194411|7195378|7195344|7195378|7193569|7193854	"ENSG00000006047.12_2"	"YBX2"	chr17	-	7194411	7195378	7195344	7195378	7193569	7193854
chr11|-|17483129|17483372|17483132|17483372|17474665|17474830	"ENSG00000006071.12_3"	"ABCC8"	chr11	-	17483129	17483372	17483132	17483372	17474665	17474830
chr11|-|17483129|17483372|17483132|17483372|17482034|17482223	"ENSG00000006071.12_3"	"ABCC8"	chr11	-	17483129	17483372	17483132	17483372	17482034	17482223
chr17|+|48625025|48625315|48625025|48625128|48625643|48625814	"ENSG00000006282.20_3"	"SPATA20"	chr17	+	48625025	48625315	48625025	48625128	48625643	48625814
chr17|+|48625080|48625315|48625080|48625128|48625403|48625522	"ENSG00000006282.20_3"	"SPATA20"	chr17	+	48625080	48625315	48625080	48625128	48625403	48625522
chr17|+|48627345|48627673|48627345|48627476|48627896|48627971	"ENSG00000006282.20_3"	"SPATA20"	chr17	+	48627345	48627673	48627345	48627476	48627896	48627971
chr17|+|48627345|48627673|48627345|48627476|48628068|48628278	"ENSG00000006282.20_3"	"SPATA20"	chr17	+	48627345	48627673	48627345	48627476	48628068	48628278
chr17|+|48628358|48628583|48628358|48628551|48628871|48629040	"ENSG00000006282.20_3"	"SPATA20"	chr17	+	48628358	48628583	48628358	48628551	48628871	48629040
chr17|+|48628358|48628583|48628358|48628551|48629329|48629541	"ENSG00000006282.20_3"	"SPATA20"	chr17	+	48628358	48628583	48628358	48628551	48629329	48629541
chr17|+|48628358|48628583|48628358|48628551|48631611|48631811	"ENSG00000006282.20_3"	"SPATA20"	chr17	+	48628358	48628583	48628358	48628551	48631611	48631811
chr17|+|48628358|48629541|48628358|48628551|48631611|48631811	"ENSG00000006282.20_3"	"SPATA20"	chr17	+	48628358	48629541	48628358	48628551	48631611	48631811
chr17|+|48628358|48629541|48628358|48628551|48632592|48632673	"ENSG00000006282.20_3"	"SPATA20"	chr17	+	48628358	48629541	48628358	48628551	48632592	48632673
chr17|+|48628358|48629541|48628358|48628583|48631611|48631811	"ENSG00000006282.20_3"	"SPATA20"	chr17	+	48628358	48629541	48628358	48628583	48631611	48631811
chr17|+|48685187|48685401|48685187|48685380|48687242|48687296	"ENSG00000006283.17_3"	"CACNA1G"	chr17	+	48685187	48685401	48685187	48685380	48687242	48687296
chr17|+|48685187|48685401|48685187|48685380|48692721|48692873	"ENSG00000006283.17_3"	"CACNA1G"	chr17	+	48685187	48685401	48685187	48685380	48692721	48692873
chr17|+|48695219|48695290|48695219|48695269|48695408|48695487	"ENSG00000006283.17_3"	"CACNA1G"	chr17	+	48695219	48695290	48695219	48695269	48695408	48695487
chr17|+|48695219|48695290|48695219|48695269|48695457|48695487	"ENSG00000006283.17_3"	"CACNA1G"	chr17	+	48695219	48695290	48695219	48695269	48695457	48695487
chr14|-|71206614|71206881|71206758|71206881|71204961|71205115	"ENSG00000006432.15_3"	"MAP3K9"	chr14	-	71206614	71206881	71206758	71206881	71204961	71205115
chr14|-|71216269|71216798|71216649|71216798|71215545|71215721	"ENSG00000006432.15_3"	"MAP3K9"	chr14	-	71216269	71216798	71216649	71216798	71215545	71215721
chr7|+|141315270|141315369|141315270|141315365|141315962|141316168	"ENSG00000006530.15_2"	"AGK"	chr7	+	141315270	141315369	141315270	141315365	141315962	141316168
